aprBreakdown,aprTotal,borrowAprBreakdown,borrowAprTotal,borrowSharePrice,collateralAprBreakdown,collateralAprTotal,debt,distinctId,eventName,lastApr,lastRate,lastUpdatedAt,message,meta.address,meta.block_hash,meta.block_number,meta.chain,meta.contract,meta.log_index,meta.severity,meta.transaction_hash,meta.transaction_index,oracleAddress,protocol_id,supply,supplySharePrice,timestamp,underlyingSharePrice,usdSupply,vaultAddress,vaultName,vaultType
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":20.8574}]","{""apr"":20.8574,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-25.2259}]","{""apr"":-25.2259,""aprType"":""SINGLE""}",1.058554881391041,[],"{""apr"":0,""aprType"":""SINGLE""}",1.012669152101902,"",TimeInterval,20.857419533673124,1.0516642453343195,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x65f2a559764859a559d8c39604cf665942bab7d10dfaa1b82e914c9d351038d4_999,1.2167938029561693,1.0516642453343195,2026-02-11T08:00:00.000000+0000,1.0,1.21497716631217,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x65f2,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":4.5422}]","{""apr"":4.5422,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-4.8663}]","{""apr"":-4.8663,""aprType"":""SINGLE""}",1.0547555863881033,[],"{""apr"":0,""aprType"":""SINGLE""}",327883.1286640876,"",TimeInterval,4.542235611394097,1.0473492168165586,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x5fe3ac84f3a2c4e3102c3e6e9accb1ec90c30f6ee87ab1fcafc197b8addeb94c_999,348811.7480809547,1.0473492168165586,2026-02-11T08:00:00.000000+0000,1.0,348290.9826054223,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x5fe3,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":7.0139}]","{""apr"":7.0139,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-8.7797}]","{""apr"":-8.7797,""aprType"":""SINGLE""}",1.0466343417619761,"[{""aprType"":""SINGLE"",""apr"":3.135}]","{""apr"":3.135,""aprType"":""SINGLE""}",4146.676562766075,"",TimeInterval,7.0139366807503185,1.040779116115681,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x19e47d37453628ebf0fd18766ce6fee1b08ea46752a5da83ca0bfecb270d07e8_999,5161.578788007911,1.040779116115681,2026-02-11T08:00:00.000000+0000,1.0,148562.79047848008,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x19e4,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdc_0x725d0f4c005c0a521ea5005bb4730845ff0d4cc76b40a618103b103cddd1f951_999,2.199002,1.0,2026-02-11T08:00:00.000000+0000,1.0,2.199002,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDC 0x725d,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":52.1298}]","{""apr"":52.1298,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-61.4393}]","{""apr"":-61.4393,""aprType"":""SINGLE""}",1.091029295548121,"[{""aprType"":""SINGLE"",""apr"":2.302}]","{""apr"":2.302,""aprType"":""SINGLE""}",119853.885354,"",TimeInterval,52.12983759330427,1.0801870324370915,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x31aaa663d718e83ea15326ec110c4bcf5e123585d0b6c4d0ad61a50c4aa65b1e_999,139853.868229,1.0801870324370915,2026-02-11T08:00:00.000000+0000,1.0,139853.868229,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x31aa,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":4.9918}]","{""apr"":4.9918,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-5.8343}]","{""apr"":-5.8343,""aprType"":""SINGLE""}",1.0343803760794994,[],"{""apr"":0,""aprType"":""SINGLE""}",265809.842697,"",TimeInterval,4.99182517679045,1.0298900519191314,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x6eb4ce92dc1d89abd40f9634249ec28e8ab4e3f9bef0ab47ea784773c140d4ef_999,309319.593877,1.0298900519191314,2026-02-11T08:00:00.000000+0000,1.0,309319.593877,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x6eb4,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":6.0502}]","{""apr"":6.0502,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-6.6659}]","{""apr"":-6.6659,""aprType"":""SINGLE""}",1.0694039439887142,[],"{""apr"":0,""aprType"":""SINGLE""}",1493821.730038,"",TimeInterval,6.050155002409998,1.059881533595309,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x707dddc200e95dc984feb185abf1321cabec8486dca5a9a96fb5202184106e54_999,1631209.406767,1.059881533595309,2026-02-11T08:00:00.000000+0000,1.0,1631209.406767,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x707d,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x7fb61fd873e5ef54b401726a973dc0222f4ba206b7b04df05009944d53851f31_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x7fb6,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":6090.7523}]","{""apr"":6090.7523,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-6091.0193}]","{""apr"":-6091.0193,""aprType"":""SINGLE""}",18.158751588296425,[],"{""apr"":0,""aprType"":""SINGLE""}",0.013214828559608583,"",TimeInterval,6090.75233059257,18.15795564002217,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x81726bee59db4f284158e6d8dbf6722c7a4b24719021f9d992f57482393d2c6c_999,0.01321482855962674,18.15795564002217,2026-02-11T08:00:00.000000+0000,1.0,0.013195099217032076,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x8172,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.025}]","{""apr"":-0.025,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":2.1709}]","{""apr"":2.1709,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x5031ac4543f8232df889e5eb24389f8cf9520366f21dc62240017cb3bc6ecc59_999,1e-15,1.0,2026-02-11T08:00:00.000000+0000,1.0,2.8782432e-14,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x5031,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x11e9e354e996b7603231041307cada35d4024539917175267b512dae3a355bce_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x11e9,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x81bb58f5e951b392dbabc67ae8a89b4945e2f029abc69373f61c17c72e8317ff_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x81bb,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":5.0393}]","{""apr"":5.0393,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-5.7964}]","{""apr"":-5.7964,""aprType"":""SINGLE""}",1.0577655819034462,"[{""aprType"":""SINGLE"",""apr"":22.2287}]","{""apr"":22.2287,""aprType"":""SINGLE""}",71701.089507,"",TimeInterval,5.039263726601662,1.0498304805573813,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x86d7bc359391486de8cd1204da45c53d6ada60ab9764450dc691e1775b2e8d69_999,81854.593643,1.0498304805573813,2026-02-11T08:00:00.000000+0000,1.0,81854.593643,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x86d7,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":2.302}]","{""apr"":2.302,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x4aaf4571ee9f273fc90db968e1c7b12e9478723554b2535dc8dd9f4ff4a03d6c_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x4aaf,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.0032}]","{""apr"":0.0032,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0331}]","{""apr"":-0.0331,""aprType"":""SINGLE""}",1.0413154893408798,[],"{""apr"":0,""aprType"":""SINGLE""}",464.278891,"",TimeInterval,0.0031870887004606927,1.0360681708781374,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x888679b2af61343a4c7c0da0639fc5ca5fc5727e246371c4425e4d634c09e1f6_999,4794.0453,1.0360681708781374,2026-02-11T08:00:00.000000+0000,1.0,4794.0453,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x8886,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":1.8525}]","{""apr"":1.8525,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-20.2813}]","{""apr"":-20.2813,""aprType"":""SINGLE""}",1.0011395806617387,[],"{""apr"":0,""aprType"":""SINGLE""}",0.10058700000000001,"",TimeInterval,1.8524625350448745,1.0011318181818183,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdc_0x7a212e2a5e122fa58ab55faebb1c14f980bfd38305433f8ea2668a0089d25d00_999,1.101245,1.0011318181818183,2026-02-11T08:00:00.000000+0000,1.0,1.101245,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDC 0x7a21,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":12.4546}]","{""apr"":12.4546,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-15.8704}]","{""apr"":-15.8704,""aprType"":""SINGLE""}",1.0991643982896564,[],"{""apr"":0,""aprType"":""SINGLE""}",20185.630644,"",TimeInterval,12.454640436213415,1.0862938312095016,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x2acd218c67daa94dd2f92e81f477ffc9f8507319f0f2d698eae5ed631ae14039_999,25420.549188,1.0862938312095016,2026-02-11T08:00:00.000000+0000,1.0,25420.549188,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x2acd,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.025}]","{""apr"":-0.025,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.3193169579472637,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x89fffba6e66db52690eed7aebe95d225388bd5c3c66950f759150e14d550cd86_999,0.00132,1.3193169579472637,2026-02-11T08:00:00.000000+0000,1.0,0.00132,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x89ff,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdc_0x8b925440549204d296d1cc8e490753d7ac526727676d48098c8023cdd3282b62_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDC 0x8b92,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":25.9848}]","{""apr"":25.9848,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-30.583}]","{""apr"":-30.583,""aprType"":""SINGLE""}",1.0876680783373434,"[{""aprType"":""SINGLE"",""apr"":22.5065}]","{""apr"":22.5065,""aprType"":""SINGLE""}",25693.801439,"",TimeInterval,25.984828596036902,1.0794230588131861,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x920244a8682a53b17fe15597b63abdaa3aecec44e070379c5e43897fb9f42a2b_999,30011.196984,1.0794230588131861,2026-02-11T08:00:00.000000+0000,1.0,30011.196984,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x9202,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":1.1848}]","{""apr"":1.1848,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-1.3168}]","{""apr"":-1.3168,""aprType"":""SINGLE""}",1.0247957837602315,"[{""aprType"":""SINGLE"",""apr"":2.1709}]","{""apr"":2.1709,""aprType"":""SINGLE""}",934941.5284980874,"",TimeInterval,1.18481355833572,1.0210067003878052,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x64e7db7f042812d4335947a7cdf6af1093d29478aff5f1ccd93cc67f8aadfddc_999,1035250.3013357101,1.0210067003878052,2026-02-11T08:00:00.000000+0000,1.0,29797021.401174586,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x64e7,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":2.229}]","{""apr"":2.229,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-7.9739}]","{""apr"":-7.9739,""aprType"":""SINGLE""}",1.0191000696911796,[],"{""apr"":0,""aprType"":""SINGLE""}",15765.036123218932,"",TimeInterval,2.2289786719510714,1.017711160642996,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x0e5172eeb1bbf076fccc101f4a47e6f2db42eb7c39e44bd015c64b5e63e3da3d_999,56320.79568684478,1.017711160642996,2026-02-11T08:00:00.000000+0000,1.0,1621049.472042503,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x0e51,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0334}]","{""apr"":-0.0334,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.4104097858169293,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdc_0x9493533ee22f653250720b702c5a695cf71bbe8e75ef8f2d7c4112917b8f2d85_999,0.0014110000000000001,1.4104097858169293,2026-02-11T08:00:00.000000+0000,1.0,0.0014110000000000001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDC 0x9493,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":14.5365}]","{""apr"":14.5365,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-16.0573}]","{""apr"":-16.0573,""aprType"":""SINGLE""}",1.0731168905007142,[],"{""apr"":0,""aprType"":""SINGLE""}",231200.826254,"",TimeInterval,14.536498206214915,1.063949803469465,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x87272614b7a2022c31ddd7bba8eb21d5ab40a6bcbea671264d59dc732053721d_999,253207.343037,1.063949803469465,2026-02-11T08:00:00.000000+0000,1.0,253207.343037,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x8727,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":16.3774}]","{""apr"":16.3774,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-17.5815}]","{""apr"":-17.5815,""aprType"":""SINGLE""}",1.0805895201649325,[],"{""apr"":0,""aprType"":""SINGLE""}",147301.485773,"",TimeInterval,16.377433819913815,1.0708365186843576,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x96c7abf76aed53d50b2cc84e2ed17846e0d1c4cc28236d95b6eb3b12dcc86909_999,156703.695894,1.0708365186843576,2026-02-11T08:00:00.000000+0000,1.0,156703.695894,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x96c7,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x9e28003bb5c29c1df3552e99b04d656fadf1aedaf81256637dcc51d91cf6c639_999,6.271001780685207,1.0,2026-02-11T08:00:00.000000+0000,1.0,180.49468232445088,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x9e28,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.025}]","{""apr"":-0.025,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":2.1709}]","{""apr"":2.1709,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0000000000117346,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x673846b55f3165b74c6ad4e942cf40b0664229af5d9c6122667b518b2540c526_999,0.006200000058671778,1.0000000000117346,2026-02-11T08:00:00.000000+0000,1.0,0.006190743644584183,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x6738,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.1519}]","{""apr"":0.1519,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-3495.7002}]","{""apr"":-3495.7002,""aprType"":""SINGLE""}",1.9307806849665141,[],"{""apr"":0,""aprType"":""SINGLE""}",0.00008400000000000001,"",TimeInterval,0.1519310161886692,1.8574255744255743,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x2af19c98af7e3b46c4e5249469e22bf12af05e795e915043130b5eb3bfb3e218_999,1.859283,1.8574255744255743,2026-02-11T08:00:00.000000+0000,1.0,1.859283,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x2af1,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":1.6754}]","{""apr"":1.6754,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x77b1ced0cac7d6eb3a55cd852ac99047329560333f5b14b3bfd555acfca64e80_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x77b1,MorphoMarket
