aprBreakdown,aprTotal,borrowAprBreakdown,borrowAprTotal,borrowSharePrice,collateralAprBreakdown,collateralAprTotal,debt,distinctId,eventName,lastApr,lastRate,lastUpdatedAt,message,meta.address,meta.block_hash,meta.block_number,meta.chain,meta.contract,meta.log_index,meta.severity,meta.transaction_hash,meta.transaction_index,oracleAddress,protocol_id,supply,supplySharePrice,timestamp,underlyingSharePrice,usdSupply,vaultAddress,vaultName,vaultType
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":17.9968}]","{""apr"":17.9968,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-19.1742}]","{""apr"":-19.1742,""aprType"":""SINGLE""}",1.07601571056328,[],"{""apr"":0,""aprType"":""SINGLE""}",787883.5813600855,"",TimeInterval,17.99683536424355,1.0659380945897923,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x292f0a3ddfb642fbaadf258ebcccf9e4b0048a9dc5af93036288502bde1a71b1_999,831565.5191227327,1.0659380945897923,2026-02-11T08:00:00.000000+0000,1.0,830324.016749648,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x292f,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x33c935bb0699b737d9cbd4274b5936a9004eee03ccfa70e266ff7c1513fd4808_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x33c9,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0269}]","{""apr"":-0.0269,""aprType"":""SINGLE""}",1.0940913701012274,[],"{""apr"":0,""aprType"":""SINGLE""}",0.00008300000000000001,"",TimeInterval,2.4103419153083426e-6,1.0891156063565286,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x3626a2c94bde571380a75c37c38b05f8043a3dce371304a543bb3aefcdf5d53b_999,0.9235340000000001,1.0891156063565286,2026-02-11T08:00:00.000000+0000,1.0,0.9235340000000001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x3626,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usr_0x0bb2900086fe38fa9633c664e1f955eb8dcf66a81174967e83dee867e083a105_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USR 0x0bb2,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdc_0x23389f3e5737a81983e8f69b82366cd7984a7f41e14a38691fdf453347dc2f0a_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDC 0x2338,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":12521.8787}]","{""apr"":12521.8787,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-12533.3333}]","{""apr"":-12533.3333,""aprType"":""SINGLE""}",1.2650809202372726,[],"{""apr"":0,""aprType"":""SINGLE""}",2.540820130266913,"",TimeInterval,12521.878714307626,1.2639247218623715,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x41afe1000213f119a3d8a6cd2f9fc0b564a58f948514e4cc246f6293bbed3409_999,2.540820130266913,1.2639247218623715,2026-02-11T08:00:00.000000+0000,1.0,2.537026762037028,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x41af,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x421ef428ddcb645ceeca6825669f92db7e7a391094eac9ba17458ff6cf29decb_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x421e,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.025}]","{""apr"":-0.025,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x48e3352186d92b50b0c8d4b4adce2f3471ef716ee259acb43fa3da1afe0159fe_999,0.00020000000000100002,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.005756486400028783,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x48e3,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.0005}]","{""apr"":0.0005,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0491}]","{""apr"":-0.0491,""aprType"":""SINGLE""}",2.4820284146847964,[],"{""apr"":0,""aprType"":""SINGLE""}",0.049218000000000005,"",TimeInterval,0.00048699825880271086,2.359444997708641,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x27eb6eacceff68d38334f7eb2076820826f6d202a76779e349cd6831d5af6121_999,4.719427,2.359444997708641,2026-02-11T08:00:00.000000+0000,1.0,4.719427,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x27eb,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.0521}]","{""apr"":0.0521,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.2396}]","{""apr"":-0.2396,""aprType"":""SINGLE""}",1.1479734889799658,"[{""aprType"":""SINGLE"",""apr"":22.2287}]","{""apr"":22.2287,""aprType"":""SINGLE""}",0.07522657127867319,"",TimeInterval,0.05210577577340071,1.1400452818608462,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x4d28821656387b59b9af4fd98bcb794a894ede7ace017dc75e4ee73b8d8e8e49_999,0.3434770322493933,1.1400452818608462,2026-02-11T08:00:00.000000+0000,1.0,0.34296423134455595,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x4d28,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.2366}]","{""apr"":0.2366,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-14.6032}]","{""apr"":-14.6032,""aprType"":""SINGLE""}",3.481475991488905,[],"{""apr"":0,""aprType"":""SINGLE""}",0.11281200000000001,"",TimeInterval,0.23657058888205706,3.346888456849493,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x4a9a84a2760a4579ef9d8ad5eebc073f0606ff49d7cabcbdd07c6c49157f9abd_999,6.694542,3.346888456849493,2026-02-11T08:00:00.000000+0000,1.0,6.694542,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x4a9a,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":5.3846}]","{""apr"":5.3846,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-6.1116}]","{""apr"":-6.1116,""aprType"":""SINGLE""}",1.0309337906836178,[],"{""apr"":0,""aprType"":""SINGLE""}",2737596.389847,"",TimeInterval,5.384557661036995,1.0271789479491602,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdc_0x45af9c72aa97978e143a646498c8922058b7c6f18b6f7b05d7316c8cf7ab942f_999,3095900.839119,1.0271789479491602,2026-02-11T08:00:00.000000+0000,1.0,3095900.839119,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDC 0x45af,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.025}]","{""apr"":-0.025,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.1731670513935106,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x530d031b595d0ffe3770af0edf0442272a8c9858e50793db308d02b306ad9e2d_999,1.1740000000000001e-15,1.1731670513935106,2026-02-11T08:00:00.000000+0000,1.0,3.3790575168e-14,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x530d,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":20.7444}]","{""apr"":20.7444,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-22.008}]","{""apr"":-22.008,""aprType"":""SINGLE""}",1.0570212923506415,[],"{""apr"":0,""aprType"":""SINGLE""}",0.10512076203011864,"",TimeInterval,20.744428579374734,1.0520245229352565,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x53bf81793c2cc384c19a3bc9b032467e179a390a9225cd9542742ac10f539cc2_999,0.11099668199905438,1.0520245229352565,2026-02-11T08:00:00.000000+0000,1.0,3.194754451863407,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x53bf,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-358.134}]","{""apr"":-358.134,""aprType"":""SINGLE""}",3048.7804878048782,"[{""aprType"":""SINGLE"",""apr"":22.5065}]","{""apr"":22.5065,""aprType"":""SINGLE""}",3e-6,"",TimeInterval,0.00004826128153971101,4.846070412833392,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x54c1eb052be031efd1972da16583527f9c52f16211b62e744255ad097e4c93c9_999,0.03538600000000001,4.846070412833392,2026-02-11T08:00:00.000000+0000,1.0,0.03538600000000001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x54c1,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.622}]","{""apr"":0.622,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.931}]","{""apr"":-0.931,""aprType"":""SINGLE""}",1.0241946245524642,"[{""aprType"":""SINGLE"",""apr"":1.6754}]","{""apr"":1.6754,""aprType"":""SINGLE""}",43.341135,"",TimeInterval,0.6220384405802394,1.0216797100885266,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x09ed416b38a29e077383da5ae4200523e54e33ecff6e148c2590969a9852513f_999,64.708001,1.0216797100885266,2026-02-11T08:00:00.000000+0000,1.0,64.708001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x09ed,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}",[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":1.6754}]","{""apr"":1.6754,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,0.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x16991f7ea87fbe8331a08532f54357292a74329f036d6128af249a974dc29b36_999,0.0,0.0,2026-02-11T08:00:00.000000+0000,1.0,0.0,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x1699,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":1.0015}]","{""apr"":1.0015,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-1.0015}]","{""apr"":-1.0015,""aprType"":""SINGLE""}",1.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.01,"",TimeInterval,1.0015149020150804,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x55995578e8052b2ef00b1a5edaf8b516089f53058b590adcb4f21c07701a2158_999,0.01,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.01,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x5599,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0258}]","{""apr"":-0.0258,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x56c0dccc0080927282000353e6fef69a81dd4dbed29f6ddb800be7ac2878afe3_999,0.011000000000000001,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.011000000000000001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x56c0,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0257}]","{""apr"":-0.0257,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x5edbc8ba68c62f60050ed71155c862cbb6fb62b85dd0a1da1231a94bfb8da451_999,0.006000000000001,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.005991042180000999,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x5edb,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.2446}]","{""apr"":-0.2446,""aprType"":""SINGLE""}",0.0,[],"{""apr"":0,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x4577a9b5b694701e04fe59dfda069f386a146474549e40d361e653027867df60_999,0.001,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x4577,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":1.2756}]","{""apr"":1.2756,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-1.4024}]","{""apr"":-1.4024,""aprType"":""SINGLE""}",1.0026373442761765,[],"{""apr"":0,""aprType"":""SINGLE""}",30166.77151714731,"",TimeInterval,1.2756263704938493,1.002122544239857,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x6243736b94609da57ca7cb399df512cfae8a112fa5a325d08fd5f4234f5ccd2c_999,33146.59553918804,1.002122544239857,2026-02-11T08:00:00.000000+0000,1.0,954039.6321381832,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x6243,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.025}]","{""apr"":-0.025,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":2.302}]","{""apr"":2.302,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x15b191d17df55e1539b945b93013ff66a0c6b359a242c042905f6a8c3093d808_999,0.00030000000000100004,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.008634729600028783,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x15b1,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":2.566}]","{""apr"":2.566,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-2.8535}]","{""apr"":-2.8535,""aprType"":""SINGLE""}",1.0201450833845442,"[{""aprType"":""SINGLE"",""apr"":1.6754}]","{""apr"":1.6754,""aprType"":""SINGLE""}",29.282972106779418,"",TimeInterval,2.5660387764996755,1.0181492635693754,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_whype_0x0a2e456ebd22ed68ae1d5c6b2de70bc514337ac588a7a4b0e28f546662144036_999,32.50026569821364,1.0181492635693754,2026-02-11T08:00:00.000000+0000,1.0,935.4366874407666,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho wHYPE 0x0a2e,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.0791}]","{""apr"":0.0791,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.5756}]","{""apr"":-0.5756,""aprType"":""SINGLE""}",1.030490293684712,"[{""aprType"":""SINGLE"",""apr"":2.302}]","{""apr"":2.302,""aprType"":""SINGLE""}",30534.10505,"",TimeInterval,0.07913831558792693,1.0266648577937834,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x1f79fe1822f6bfe7a70f8e7e5e768efd0c3f10db52af97c2f14e4b71e3130e70_999,221258.129021,1.0266648577937834,2026-02-11T08:00:00.000000+0000,1.0,221258.129021,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x1f79,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-4.472}]","{""apr"":-4.472,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":2.1709}]","{""apr"":2.1709,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.6965446162520452,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x15b44a2a415f02773824b55a2e70c9c6575d201f82528f32fdcc6b74b280e85b_999,3.028644,1.6965446162520452,2026-02-11T08:00:00.000000+0000,1.0,3.028644,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x15b4,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.3913}]","{""apr"":0.3913,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-1.35}]","{""apr"":-1.35,""aprType"":""SINGLE""}",1.0897231408909642,[],"{""apr"":0,""aprType"":""SINGLE""}",40130.103997319464,"",TimeInterval,0.3913366847627844,1.077344702507596,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usde_0x5ef35fe4418a6bcfcc70fe32efce30074f22e9a782f81d432c1e537ddbda11e2_999,136861.68992449564,1.077344702507596,2026-02-11T08:00:00.000000+0000,1.0,136657.35952728908,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDe 0x5ef3,MorphoMarket
[],"{""apr"":0,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-0.0315}]","{""apr"":-0.0315,""aprType"":""SINGLE""}",0.0,"[{""aprType"":""SINGLE"",""apr"":2.9032}]","{""apr"":2.9032,""aprType"":""SINGLE""}",0.0,"",TimeInterval,0.0,1.0,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdt0_0x26670d4660c9db0f5ba61ce1fa7e1908fa3ed7c79765de6ae058497e5b7339de_999,0.001,1.0,2026-02-11T08:00:00.000000+0000,1.0,0.001,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDT0 0x2667,MorphoMarket
"[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_supply"",""apr"":0.5064}]","{""apr"":0.5064,""aprType"":""SINGLE""}","[{""aprType"":""SINGLE"",""aprMetadata"":""morpho_borrow"",""apr"":-23.0039}]","{""apr"":-23.0039,""aprType"":""SINGLE""}",2.152608576918033,[],"{""apr"":0,""aprType"":""SINGLE""}",0.07111500000000001,"",TimeInterval,0.5064418608625444,2.0543486953277057,1770796800.0,"",0x68e37de8d93d3496ae143f2e900490f6280c57cd,0x0684afed148f368c3e790f6691e25fba5c04ee8eb0b0d373c18f48ea2aaed63b,26985056,999,Morpho,-1,INFO,"",-1,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,morpho_usdhl_0x6939b6a766a04439e4b1a948e4142a936be7a42b850dd32ad01d61236582a23c_999,3.082784,2.0543486953277057,2026-02-11T08:00:00.000000+0000,1.0,3.082784,0x68e37dE8d93d3496ae143F2E900490f6280C57cD,Morpho USDhl 0x6939,MorphoMarket
